title,link,companies,nse_codes,bse_codes,market_caps,classification
"Indian hotels: a quarter of repairs","https://thedailybrief.zerodha.com/p/indian-hotels-a-quarter-of-repairs","THE INDIAN HOTELS CO., CHALET HOTELS, LEMON TREE HOTELS","INDHOTEL, CHALET, LEMONTREE","500850, 542399, 541233","1059963535360, 197106089984, 128944463872","Multiple_company_analysis"
